source,target,weight
1380,1472,50.73083929480721
1380,1473,54.01057766771246
1380,1427,96.76162720831022
1381,1427,49.93558350515192
1381,1428,46.519485164820985
1381,1429,29.15325882298581
1382,1383,66.13874305831139
1382,1430,135.61559485973947
1383,1430,200.53369834602762
1383,1384,184.2682558756575
1384,1430,53.39484359231158
1384,1476,56.17559550965346
1384,1477,45.234914953652755
1384,1560,43.01230802892712
1384,1654,35.852234463829205
1384,1655,114.9942728645004
1385,1431,196.49235495447542
1385,1432,195.46199687464113
1385,1433,190.6539549958394
1386,1387,28.039224757471462
1386,1434,9.094125851339422
1386,1565,19.75988676586989
1386,1566,21.219626986458653
1387,1435,4.703407362362581
1387,1567,196.3816946662799
1387,1566,27.44809242511723
1387,1613,197.86515610384765
1387,1612,198.101571169943
1387,1660,197.878239778349
1387,1661,22.2974338334158
1418,1510,17.759003976074286
1418,1511,324.98006092682056
1419,1467,140.07812165106034
1420,1467,25.665933945392613
1420,1421,13.67333170810977
1420,1512,10.063796500327296
1420,1556,199.1972891381808
1421,1422,3.112474899497183
1421,1512,4.08900966005218
1421,1513,27.653028767207406
1422,1512,4.980712800393137
1422,1513,28.135875675016766
1423,1468,190.73534019682876
1423,1469,195.5259829281009
1424,1425,15.291827882892223
1424,1514,13.528567875437902
1425,1514,24.675279562501476
1425,1515,140.0859171991634
1425,1471,10.27726725458777
1425,1606,7.602631123499279
1426,1471,8.724168218868257
1426,1472,7.910962857537225
1427,1428,58.41125747662004
1427,1473,150.0911556355004
1427,1474,60.60598053445889
1427,1607,144.75750412327508
1428,1474,5.034755747014812
1428,1429,17.596874722518205
1428,1475,18.5442713526307
1429,1474,20.680341950989995
1429,1475,27.364941074301612
1429,1516,8.9268633286776
1430,1559,9.521128115246928
1430,1560,36.550984799262494
1431,1478,61.466531091679826
1431,1432,11.37365376649034
1431,1519,137.38900974968848
1431,1520,50.24938916157201
1432,1433,17.52555277302259
1432,1519,142.46269687184784
1432,1520,58.16368664763646
1432,1521,22.023850707812205
1433,1479,132.91982754862255
1433,1521,16.243921940221213
1434,1522,166.44703044986483
1434,1565,27.189152248645044
1434,1566,28.001488055696843
1435,1436,113.52860827984806
1435,1523,10.984887578033781
1435,1480,19.075842185917804
1435,1567,197.44202197307524
1436,1480,99.96249296611204
1467,1511,172.67682421168948
1467,1555,176.13853696932222
1467,1556,175.16397040751735
1467,1599,181.1940293419884
1468,1513,24.059301735503475
1468,1469,20.689127579480015
1468,1557,80.97710924836859
1469,1470,5.58770972760754
1469,1557,61.36827808856587
1469,1558,71.55983510321974
1469,1602,150.52826977016642
1469,1603,160.75185846515117
1470,1558,68.76999709175506
1471,1515,138.50930351602318
1471,1472,16.17353805861084
1472,1473,6.283753301614856
1472,1515,145.79895891176
1472,1607,6.605469114470397
1472,1652,190.80514256842125
1473,1607,11.849050594878896
1474,1475,18.495191233545864
1474,1607,199.19000669067736
1474,1608,77.6501333538877
1475,1516,33.494211771919964
1475,1608,62.341793840563
1475,1609,188.48402452197374
1475,1701,190.676969418613
1475,1702,169.34421224896417
1476,1477,71.18559467258028
1476,1517,61.818689303658175
1476,1610,62.515775786774185
1476,1655,61.3813310417224
1477,1517,131.86064956148888
1477,1478,19.986801200347745
1477,1518,104.30550747150838
1478,1517,112.64593158555607
1478,1518,85.2789540273566
1478,1519,109.96224099409962
1478,1561,120.35061741059377
1478,1562,116.57722762186447
1479,1521,117.873571630323
1479,1522,69.4789483443622
1479,1564,27.723116357212728
1480,1523,24.457718618055935
1480,1524,25.557533136044253
1481,1524,76.8794348314294
1481,1568,77.97489980756629
1481,1569,47.74578515429399
1481,1525,9.755417124106277
1509,1510,18.627327351583173
1509,1554,123.76517520734299
1509,1597,94.9102287986508
1509,1598,322.1512700833671
1510,1554,109.86102331784664
1510,1511,313.1987370486811
1511,1554,204.73170519270118
1511,1555,13.996983802075208
1511,1598,15.55377767617886
1511,1645,181.95342505402004
1511,1646,176.45428743885924
1512,1556,195.34185419412808
1512,1513,25.193848455525803
1512,1600,24.26458324389685
1512,1601,8.05906765256202
1513,1557,60.23478138823854
1513,1601,27.70876601882001
1513,1647,36.58537959349335
1513,1697,153.98946933692142
1513,1648,196.1746925574244
1514,1605,135.64981180115817
1514,1515,157.55226255817556
1514,1650,92.98240426175096
1514,1606,17.82073265600195
1514,1651,81.2048160441259
1514,1699,94.33446475000227
1515,1606,146.89481413498942
1515,1651,156.0789322311623
1515,1652,45.978950078363496
1515,1700,161.6491494900737
1515,1745,131.19385336399657
1515,1746,179.13469568325078
1516,1609,199.8196930290461
1516,1559,204.46442615052916
