node,R,G,B
2615,10.0,246.4,20.2
2616,21.6,87.1,151.0
2617,1.8,253.2,1.2
2618,36.25,222.25,78.75
2619,8.6,249.4,16.0
2620,7.2,141.2,41.0
2621,23.25,234.0,51.25
2622,2.25,93.75,80.25
2623,35.2,161.8,102.2
2624,2.0,84.0,105.66666666666667
2625,12.25,121.5,170.5
2639,0.0,7.5,18.0
2640,12.6,72.2,138.4
2641,0.0,88.0,141.0
2642,11.2,251.4,253.2
2643,5.666666666666667,251.33333333333334,252.33333333333334
2644,5.6,78.6,139.8
2645,9.25,134.0,57.5
2646,1.5,253.16666666666666,9.666666666666666
2647,2.25,253.75,1.75
2648,1.5,253.75,4.25
2649,7.75,249.0,12.75
2650,5.5,252.5,4.75
2651,1.25,254.75,0.75
2652,0.16666666666666666,254.33333333333334,7.5
2653,24.333333333333332,233.66666666666666,49.0
2654,3.0,84.125,118.875
2655,7.888888888888889,212.22222222222223,34.111111111111114
2656,17.5,205.0,49.25
2657,3.3333333333333335,84.0,133.0
2658,10.714285714285714,226.14285714285714,26.857142857142858
2659,3.0,252.25,12.25
2660,52.666666666666664,229.66666666666666,246.0
2661,8.333333333333334,248.0,15.0
2662,2.25,254.5,6.25
2663,4.5,250.0,14.25
2664,7.25,249.0,13.25
2665,2.0,252.5,2.25
2666,1.5,253.5,1.25
2667,5.0,249.75,12.25
2668,33.0,227.33333333333334,68.66666666666667
2669,60.4,224.6,255.0
2670,0.0,104.0,57.5
2671,5.666666666666667,82.0,104.0
2672,27.714285714285715,165.0,108.21428571428571
2673,73.5,216.5,255.0
2674,0.0,112.0,71.66666666666667
2675,86.5,226.5,186.5
2676,19.666666666666668,65.22222222222223,56.44444444444444
2691,74.0,189.0,158.5
2692,19.5,67.5,143.33333333333334
2693,0.0,100.75,134.75
2694,35.0,214.28571428571428,235.85714285714286
2695,4.6,82.2,112.0
2696,29.571428571428573,163.28571428571428,92.14285714285714
2697,25.0,233.0,41.0
2698,0.4,253.0,6.8
2699,16.333333333333332,140.33333333333334,72.66666666666667
2700,0.0,92.25,106.5
2701,17.0,239.5,31.0
2702,29.25,124.25,130.75
2703,0.0,93.0,115.66666666666667
2704,15.0,199.25,48.0
2705,0.0,101.5,115.5
2706,0.0,91.33333333333333,98.0
2707,43.5,217.5,87.5
2708,6.0,121.66666666666667,87.66666666666667
2709,9.5,246.66666666666666,20.166666666666668
2710,4.2,249.4,17.8
2711,21.785714285714285,157.5,120.35714285714286
2725,20.0,40.833333333333336,50.0
2726,16.0,74.25,125.0
2727,19.166666666666668,67.83333333333333,141.33333333333334
2728,4.8,76.8,138.6
2729,48.0,230.0,253.0
2730,9.75,250.5,253.75
2731,8.0,251.4,253.2
2732,0.0,91.0,136.5
2733,26.25,191.5,79.25
2734,13.833333333333334,191.83333333333334,48.166666666666664
2735,11.5,191.91666666666666,47.25
2736,0.0,254.5,1.75
2737,1.0,254.75,0.5
2738,0.0,255.0,0.0
2739,0.5,255.0,0.0
2740,2.0,254.75,0.25
2741,0.0,255.0,4.75
2742,0.0,255.0,3.0
2743,6.0,251.0,9.0
2744,10.2,249.4,14.2
2745,0.0,93.5,98.5
2746,58.0,225.8,251.6
2747,4.571428571428571,82.14285714285714,136.42857142857142
2748,0.0,98.0,83.5
2749,2.0,251.4,10.0
2750,21.666666666666668,236.33333333333334,42.666666666666664
2751,0.0,103.0,71.5
2752,0.0,94.5,91.5
2753,9.4,248.8,15.6
2754,0.75,254.5,0.0
2755,0.0,254.5,0.75
2756,1.0,254.66666666666666,0.16666666666666666
2757,0.5,254.33333333333334,0.6666666666666666
2758,0.25,255.0,0.0
2759,1.5,254.0,5.25
2760,2.0,253.75,4.5
2761,4.0,252.25,8.5
2762,0.0,81.0,137.5
2763,0.0,119.0,31.0
2764,16.4,160.2,76.1
2765,0.0,93.0,135.4
2766,36.333333333333336,240.66666666666666,246.66666666666666
2767,17.0,47.42857142857143,44.714285714285715
2781,1.75,89.5,93.75
2782,0.0,95.5,137.5
2783,10.0,77.5,140.5
2784,0.0,95.5,76.75
2785,2.8,254.2,3.0
2786,38.5,219.5,84.5
2787,9.428571428571429,143.71428571428572,56.285714285714285
2788,16.363636363636363,70.54545454545455,135.63636363636363
2789,11.833333333333334,74.16666666666667,138.33333333333334
2790,12.545454545454545,71.63636363636364,140.36363636363637
2791,6.0,111.83333333333333,91.33333333333333
2792,27.75,195.5,59.0
2793,2.6,253.4,5.6
2794,54.5,208.5,107.0
2795,0.0,113.5,40.5
2796,37.5,215.5,83.0
2797,5.4,248.2,13.8
2798,0.0,95.5,82.5
2799,27.0,227.0,71.0
2800,21.2,210.2,45.6
2801,0.0,92.33333333333333,121.33333333333333
2802,41.0,234.9,253.9
2816,21.0,82.0,77.5
2817,32.166666666666664,146.33333333333334,100.16666666666667
2818,18.6,72.0,128.8
2819,16.5,97.5,114.92857142857143
2820,17.444444444444443,246.11111111111111,254.33333333333334
2821,50.5,230.0,254.0
2822,7.0,75.0,136.4
2823,12.75,245.75,19.0
2824,0.5,254.25,8.5
2825,1.0,254.5,0.5
2826,0.0,255.0,0.0
2827,2.0,254.75,0.0
2828,1.0,255.0,0.0
2829,2.75,254.0,1.25
2830,0.0,255.0,3.5
2831,1.75,255.0,3.25
2832,2.75,252.75,3.75
2833,7.666666666666667,249.33333333333334,14.333333333333334
2834,26.333333333333332,233.0,50.0
2835,23.666666666666668,233.0,53.666666666666664
2836,4.666666666666667,250.33333333333334,11.333333333333334
2837,8.0,247.0,17.0
2838,2.75,87.0,100.0
2839,9.75,77.25,139.75
2840,0.3333333333333333,79.33333333333333,137.66666666666666
2841,77.33333333333333,216.66666666666666,254.0
2842,9.75,132.0,60.0
2843,8.25,247.25,20.25
2844,5.333333333333333,251.0,13.333333333333334
2845,16.333333333333332,235.66666666666666,41.333333333333336
2846,9.75,247.25,23.5
2847,4.0,251.66666666666666,10.333333333333334
2848,5.25,251.5,10.0
2849,5.5,248.75,15.0
2850,3.2,226.4,30.8
2851,7.0,248.0,14.5
2852,2.75,252.25,11.75
2853,0.0,254.5,2.0
2854,1.5,254.0,5.25
2855,25.5,235.5,58.5
2856,20.5,231.0,50.0
2857,6.25,250.0,15.25
2858,0.0,254.5,0.0
2859,0.0,254.5,1.5
2860,9.857142857142858,246.57142857142858,22.142857142857142
2861,37.875,235.375,254.0
2862,65.33333333333333,223.33333333333334,251.0
2877,25.4,61.0,86.6
2878,17.428571428571427,69.57142857142857,138.0
2879,3.6666666666666665,83.66666666666667,105.66666666666667
2880,0.0,93.33333333333333,137.66666666666666
2881,56.42857142857143,227.14285714285714,254.42857142857142
2882,17.25,134.25,168.5
2883,8.285714285714286,80.28571428571429,135.71428571428572
2884,1.3333333333333333,253.83333333333334,3.0
2885,1.0,254.16666666666666,1.5
2886,17.833333333333332,68.5,135.16666666666666
2887,4.230769230769231,217.3846153846154,32.07692307692308
2888,11.0,238.5,52.5
2889,9.5,239.5,54.0
2890,0.0,254.5,2.1666666666666665
2891,2.8333333333333335,254.0,0.3333333333333333
2892,0.0,101.5,138.5
2893,0.0,89.0,135.5
2906,20.333333333333332,40.666666666666664,43.0
2907,28.0,68.5,107.0
2908,9.5,81.5,114.0
2909,34.4,169.0,83.6
2910,5.875,80.75,122.25
2911,25.25,113.25,164.75
2912,11.8,74.0,138.6
2913,7.5,92.57142857142857,114.57142857142857
2914,8.75,143.5,35.25
2915,33.0,230.33333333333334,60.0
2916,4.25,249.25,11.25
2917,5.0,253.25,2.75
2918,0.0,254.25,3.5
2919,0.0,255.0,3.0
2920,0.5,255.0,0.0
2921,0.0,255.0,4.75
2922,0.5,254.83333333333334,3.1666666666666665
2923,1.0,254.33333333333334,0.6666666666666666
2924,1.0,254.83333333333334,0.8333333333333334
2925,0.25,253.5,2.75
2926,1.5,254.0,5.0
2927,0.25,255.0,0.0
2928,4.25,251.5,10.25
2929,16.583333333333332,103.91666666666667,105.5
2930,11.555555555555555,93.88888888888889,117.66666666666667
2931,4.0,251.0,9.0
2932,0.0,254.75,0.5
2933,0.0,255.0,1.75
2934,11.625,211.25,38.625
2935,13.333333333333334,235.33333333333334,57.0
2936,26.4,204.8,111.8
2937,0.0,122.5,72.0
2938,0.0,123.0,73.0
2939,26.5,197.5,78.75
2940,9.785714285714286,194.35714285714286,51.07142857142857
2941,1.25,254.25,2.25
2942,0.75,254.0,0.0
2943,2.25,254.0,0.25
2944,0.0,255.0,0.0
2945,1.75,254.0,1.75
2946,8.75,246.75,18.25
2947,7.857142857142857,106.57142857142857,111.85714285714286
2948,14.090909090909092,103.36363636363636,119.45454545454545
2949,62.75,183.25,220.5
2950,9.0,77.5,112.0
2951,27.6,45.2,65.8
2965,10.916666666666666,75.91666666666667,130.91666666666666
2966,6.2,249.0,17.4
2967,8.8,116.8,84.2
2968,14.0,147.2,74.6
2969,6.6,249.2,13.4
2970,11.5,238.0,57.5
2971,0.0,135.5,34.0
2972,40.8,236.6,240.6
2973,22.0,244.5,249.5
2974,14.0,145.0,104.5
2975,34.666666666666664,220.0,79.66666666666667
2976,0.0,111.66666666666667,44.0
2977,12.0,122.0,95.0
2978,0.8333333333333334,79.83333333333333,134.16666666666666
2979,60.0,225.5,253.0
2980,0.0,96.66666666666667,126.0
2981,6.166666666666667,77.33333333333333,134.66666666666666
2982,0.0,95.0,134.33333333333334
2983,16.0,73.0,129.33333333333334
2996,16.666666666666668,69.0,140.16666666666666
2997,1.5,87.0,99.75
2998,0.0,89.5,140.5
2999,0.0,88.5,120.0
3000,56.4,226.8,255.0
3001,5.5,250.0,7.5
3002,1.0,254.0,4.5
3003,0.0,255.0,0.25
3004,1.0,253.5,2.5
3005,0.6,252.8,2.4
3006,14.75,243.25,33.75
3007,3.6,225.0,30.8
3008,7.0,249.75,15.25
3009,6.5,251.75,8.25
3010,2.6,253.0,11.4
3011,0.5,254.25,0.5
3012,1.5,253.75,1.5
3013,22.5,233.5,53.5
3014,29.0,228.0,62.0
3015,19.142857142857142,69.71428571428571,137.71428571428572
3016,0.5,254.0,1.0
3017,0.5,254.5,2.0
3018,10.142857142857142,229.57142857142858,54.857142857142854
3019,0.0,122.5,70.5
3020,21.5,253.0,211.0
3021,25.5,246.5,220.0
3022,17.333333333333332,110.66666666666667,111.66666666666667
3023,20.5,246.5,243.5
3024,9.833333333333334,244.66666666666666,26.333333333333332
3025,0.25,255.0,0.0
3026,0.25,255.0,1.25
3027,0.5,254.75,0.0
3028,0.25,255.0,1.0
3029,0.0,255.0,3.0
3030,2.5,254.5,0.0
3031,5.25,250.0,14.25
3032,34.333333333333336,177.0,79.33333333333333
3046,23.0,157.0,87.5
3047,22.333333333333332,218.44444444444446,53.44444444444444
3048,14.833333333333334,160.5,75.0
3049,0.0,89.0,109.25
3050,51.0,145.75,180.75
3051,9.0,246.33333333333334,23.833333333333332
3052,12.666666666666666,238.66666666666666,51.666666666666664
3053,11.0,240.5,58.0
3054,8.5,238.5,53.5
3055,0.3333333333333333,254.66666666666666,0.6666666666666666
3056,4.428571428571429,251.85714285714286,13.857142857142858
3057,21.0,236.5,43.0
3058,0.0,87.5,96.0
3059,4.0,252.375,8.125
3060,21.833333333333332,245.0,248.0
3061,3.8333333333333335,252.83333333333334,254.16666666666666
3062,5.0,253.0,250.5
3063,19.4,246.2,248.2
3064,5.333333333333333,253.16666666666666,253.16666666666666
3065,4.0,90.5,102.0
3066,14.5,158.25,79.75
3067,7.666666666666667,145.0,61.333333333333336
3068,21.6,238.0,40.6
3069,98.5,207.0,255.0
3070,20.25,72.75,118.25
3083,12.0,74.66666666666667,38.833333333333336
3084,53.5,170.375,105.625
3085,0.0,97.0,99.0
3086,13.75,97.625,151.875
3087,25.666666666666668,233.0,51.166666666666664
3088,10.0,128.6,66.0
3089,2.4,78.8,135.8
3090,3.0,254.25,7.75
3091,2.0,254.25,1.0
3092,0.0,254.75,2.5
3093,6.166666666666667,249.16666666666666,18.666666666666668
3094,18.5,234.5,50.5
3095,0.0,113.25,80.5
3096,0.0,121.75,79.5
3097,31.0,228.25,118.5
3098,17.666666666666668,234.66666666666666,53.0
3099,1.6,252.8,5.8
3100,2.5,253.5,0.75
3101,1.0,254.25,0.25
3102,17.75,69.375,139.625
3103,1.2,89.6,91.0
3104,21.166666666666668,180.33333333333334,74.16666666666667
3105,0.0,255.0,0.0
3106,3.25,252.75,6.75
3107,9.6,221.1,57.2
3108,21.5,247.5,241.0
3109,9.4,252.6,251.8
3110,9.166666666666666,251.83333333333334,254.0
3111,44.333333333333336,232.33333333333334,248.0
3112,6.142857142857143,249.28571428571428,13.0
3113,0.25,254.75,1.5
3114,0.25,254.75,1.25
3115,0.25,255.0,0.0
3116,2.0,253.5,4.0
3117,3.25,253.75,1.0
3118,1.0,254.0,4.75
3119,8.25,247.0,22.25
3120,0.0,114.0,28.0
3121,15.0,240.4,34.4
3122,0.0,101.5,62.0
3123,11.0,71.16666666666667,141.5
3124,16.2,72.6,133.8
3138,35.75,206.0,75.375
3139,0.0,89.5,89.5
3140,3.6666666666666665,84.66666666666667,102.66666666666667
3141,0.0,115.5,71.5
3142,40.2,235.4,251.8
3143,36.0,236.4,254.0
3144,14.4,248.4,248.6
3145,16.25,251.25,238.75
3146,0.0,130.0,41.0
3147,7.0,242.0,44.5
3148,3.0,86.6,97.0
3149,35.0,240.5,247.25
3150,0.0,106.0,96.5
3151,21.125,216.625,58.5
3152,35.833333333333336,219.66666666666666,82.16666666666667
3153,3.3333333333333335,81.0,110.0
3165,22.416666666666668,244.16666666666666,252.16666666666666
3166,0.0,88.33333333333333,139.0
3167,0.0,88.5,91.5
3168,18.46153846153846,178.69230769230768,65.61538461538461
3169,36.0,222.0,81.5
3170,12.8,160.6,50.6
3171,29.0,230.5,61.0
3172,6.25,250.25,11.0
3173,1.25,254.75,3.5
3174,0.5,254.5,1.0
3175,0.0,254.5,0.0
3176,4.0,253.5,0.0
3177,8.75,247.75,14.0
3178,0.0,124.83333333333333,47.166666666666664
3179,6.0,252.0,249.5
3180,29.5,245.0,218.0
3181,0.0,125.5,67.0
3182,25.5,229.0,87.0
3183,9.285714285714286,194.5,53.285714285714285
3184,3.0,254.0,1.5
3185,0.75,254.0,3.0
3186,3.1666666666666665,250.5,14.833333333333334
3187,29.75,188.0,87.75
3188,17.25,68.625,139.625
3189,9.428571428571429,247.0,20.428571428571427
3190,2.25,254.5,3.75
3191,11.2,217.2,44.5
3192,3.25,252.0,254.0
3193,3.25,254.75,255.0
3194,1.5,253.75,254.5
3195,1.75,255.0,255.0
3196,5.5,251.5,251.25
3197,7.166666666666667,220.83333333333334,216.5
3198,17.0,248.0,249.42857142857142
3199,38.8,235.4,255.0
3200,0.0,116.6,49.0
3201,6.75,249.5,13.0
3202,3.5,252.25,4.25
3203,1.25,254.0,1.75
3204,0.0,255.0,1.5
3205,0.0,255.0,2.5
3206,0.75,255.0,0.75
3207,1.3333333333333333,253.66666666666666,4.5
3208,9.272727272727273,194.9090909090909,50.63636363636363
3209,47.666666666666664,216.0,89.33333333333333
3210,61.5,199.5,123.0
3211,17.857142857142858,70.0,138.42857142857142
3212,17.5,69.16666666666667,136.66666666666666
3213,29.0,67.33333333333333,118.66666666666667
3214,0.25,1.25,14.25
3227,0.0,92.5,108.0
3228,53.0,225.5,253.0
3229,0.0,97.33333333333333,122.0
3230,0.0,107.0,55.5
3231,14.0,242.75,37.75
3232,14.5,239.0,45.0
3233,4.833333333333333,251.16666666666666,5.833333333333333
3234,37.0,220.5,83.5
3235,30.666666666666668,246.66666666666666,220.66666666666666
3236,5.666666666666667,252.66666666666666,252.77777777777777
3237,1.0,254.66666666666666,253.16666666666666
3238,14.428571428571429,219.71428571428572,221.0
3239,25.8,245.0,243.2
3240,0.0,119.33333333333333,70.66666666666667
3241,25.0,245.83333333333334,245.66666666666666
3242,0.0,109.33333333333333,113.33333333333333
3243,41.0,219.0,84.66666666666667
3244,0.0,126.5,35.0
3245,0.0,108.5,56.5
3246,0.0,100.0,59.0
3258,52.111111111111114,209.55555555555554,166.66666666666666
3259,51.714285714285715,206.57142857142858,237.71428571428572
3260,30.6,240.0,254.2
3261,40.333333333333336,235.66666666666666,251.5
3262,2.0,87.33333333333333,110.0
3263,0.0,88.5,96.0
3264,0.8,253.4,8.4
3265,6.75,248.0,16.0
3266,0.0,255.0,2.25
3267,2.75,255.0,0.25
3268,2.0,254.5,0.0
3269,0.75,254.5,4.25
3270,2.0,253.25,5.75
3271,7.75,247.75,20.75
3272,1.25,254.75,252.25
3273,1.25,253.75,253.25
3274,2.0,253.75,252.5
3275,6.0,251.0,5.6
3276,11.0,247.66666666666666,14.666666666666666
3277,33.0,230.0,68.5
3278,11.875,73.75,137.0
3279,7.333333333333333,250.0,14.0
3280,3.0,252.5,8.75
3281,27.333333333333332,244.33333333333334,241.0
3282,11.0,251.75,249.5
3283,1.5,254.5,251.75
3284,11.333333333333334,219.0,217.0
3285,12.375,201.25,203.375
3286,13.666666666666666,248.16666666666666,250.83333333333334
3287,22.0,245.33333333333334,247.83333333333334
3288,7.75,248.0,14.25
3289,1.0,255.0,0.0
3290,0.5,255.0,0.75
3291,0.0,255.0,0.0
3292,1.25,254.25,3.5
3293,4.75,252.0,6.25
3294,17.25,133.0,129.5
3295,0.0,101.0,109.25
3296,1.4,86.4,126.8
3297,8.0,83.5,114.0
3298,3.75,78.0,134.25
3299,8.75,76.125,137.625
3300,16.875,95.75,152.25
3314,0.0,93.5,115.0
3315,84.0,214.0,254.0
3316,9.916666666666666,75.33333333333333,127.16666666666667
3317,7.0,244.5,20.5
3318,38.75,219.5,86.0
3319,40.0,235.0,253.33333333333334
3320,7.75,150.0,31.75
3321,9.923076923076923,118.84615384615384,106.53846153846153
3322,10.25,134.0,62.5
3323,22.666666666666668,233.33333333333334,47.666666666666664
3324,31.666666666666668,224.33333333333334,82.66666666666667
3325,0.0,123.66666666666667,49.333333333333336
3326,0.0,49.5,54.0
3327,0.0,32.833333333333336,30.166666666666668
3328,51.333333333333336,229.0,255.0
3329,12.0,150.6,75.6
3330,0.0,92.0,127.5
3331,40.6,234.2,252.8
3332,39.333333333333336,237.0,255.0
3333,3.5,83.0,125.5
3345,0.0,89.0,113.5
3346,0.2222222222222222,84.88888888888889,134.0
3347,0.0,98.0,140.5
3348,1.1666666666666667,88.83333333333333,117.0
3349,0.0,84.5,138.75
3350,0.0,125.5,11.0
3351,3.6666666666666665,253.0,4.166666666666667
3352,1.75,254.25,4.0
3353,1.0,254.5,0.5
3354,0.0,255.0,0.0
3355,0.0,255.0,2.0
3356,1.5,255.0,0.0
3357,1.25,254.5,1.5
3358,0.0,255.0,1.25
3359,8.0,248.75,14.75
3360,11.25,250.75,242.0
3361,1.0,253.75,255.0
3362,1.75,254.25,254.5
3363,13.833333333333334,249.66666666666666,250.66666666666666
3364,10.25,251.5,252.25
3365,19.0,247.6,247.2
3366,19.0,213.5,215.5
3367,9.0,178.0,58.0
3368,14.8,230.1,58.6
3369,13.666666666666666,140.0,71.33333333333333
3370,12.0,124.25,86.25
3371,15.0,123.33333333333333,117.5
3372,3.6,251.4,13.6
3373,29.75,219.0,216.25
3374,29.625,218.375,219.125
3375,17.8,247.4,251.0
3376,13.5,249.75,253.0
3377,12.2,250.6,246.8
3378,2.0,254.25,254.75
3379,19.0,246.5,247.0
3380,0.0,105.5,113.5
3381,39.0,223.0,82.5
3382,6.75,247.5,15.5
3383,1.25,254.5,1.0
3384,0.25,255.0,0.0
3385,1.75,254.25,3.75
3386,1.0,254.0,0.25
3387,5.0,250.33333333333334,10.333333333333334
3388,28.666666666666668,240.33333333333334,254.0
3389,11.5,249.5,254.0
3390,40.0,236.5,253.0
3391,0.0,99.0,135.33333333333334
3392,42.2,235.4,242.4
3393,20.4,58.6,62.0
3406,57.333333333333336,201.0,234.66666666666666
3407,10.428571428571429,101.71428571428571,121.85714285714286
3408,8.0,114.8,90.4
3409,0.0,95.2,81.8
3410,32.0,225.5,61.0
3411,19.0,240.0,40.4
3412,7.166666666666667,250.5,253.83333333333334
3413,0.0,114.0,96.5
3414,7.0,246.16666666666666,24.333333333333332
3415,38.375,196.625,217.75
3416,31.5,163.66666666666666,128.33333333333334
3417,9.0,220.54545454545453,39.81818181818182
3418,0.0,34.6,36.0
3419,20.166666666666668,247.16666666666666,243.16666666666666
3420,13.8,251.6,249.0
3421,18.857142857142858,247.71428571428572,246.42857142857142
3422,25.5,242.0,251.0
3423,8.666666666666666,157.33333333333334,54.0
3424,22.666666666666668,235.33333333333334,49.666666666666664
3425,52.2,229.6,252.6
3426,3.3333333333333335,254.16666666666666,254.5
3427,3.142857142857143,227.0,227.28571428571428
3428,1.3333333333333333,254.33333333333334,254.16666666666666
3429,3.8333333333333335,253.0,253.0
3430,47.5,232.0,252.0
3431,57.0,227.0,252.5
3432,8.666666666666666,139.33333333333334,180.0
3444,7.0,78.14285714285714,133.28571428571428
3445,0.0,117.5,34.5
3446,28.2,230.6,56.4
3447,24.0,230.5,62.0
3448,30.75,227.75,61.0
3449,29.5,229.5,55.0
3450,23.25,234.25,39.0
3451,4.666666666666667,249.0,14.0
3452,13.5,244.33333333333334,24.0
3453,0.75,254.25,3.25
3454,0.0,255.0,0.0
3455,0.5,254.75,1.5
3456,0.0,255.0,0.5
3457,0.0,255.0,1.0
3458,6.0,249.75,15.75
3459,0.0,122.66666666666667,51.333333333333336
3460,23.0,249.5,226.75
3461,8.555555555555555,229.77777777777777,231.55555555555554
3462,21.5,221.0,221.625
3463,0.0,49.333333333333336,48.166666666666664
3464,26.166666666666668,245.0,244.33333333333334
3465,8.5,250.75,249.0
3466,2.75,254.25,249.0
3467,11.363636363636363,223.45454545454547,75.9090909090909
3468,6.25,183.25,59.25
3469,0.0,122.5,73.5
3470,32.166666666666664,240.66666666666666,244.66666666666666
3471,0.0,56.0,57.5
3472,1.25,253.25,254.5
3473,1.0,254.25,255.0
3474,5.0,251.75,255.0
3475,0.0,115.33333333333333,92.33333333333333
3476,19.5,236.5,47.5
3477,3.5,252.25,10.0
3478,4.25,253.25,1.75
3479,1.0,254.75,0.0
3480,2.75,253.25,1.5
3481,0.6666666666666666,254.83333333333334,2.5
3482,32.25,238.75,254.25
3483,10.25,250.5,254.75
3484,14.6,249.0,254.4
3485,11.25,250.0,254.0
3486,22.0,245.8,249.2
3487,17.571428571428573,35.714285714285715,47.142857142857146
3499,100.33333333333333,212.33333333333334,233.66666666666666
3500,54.666666666666664,206.0,117.0
3501,38.0,217.5,85.0
3502,13.6,181.2,65.8
3503,38.6,220.6,82.4
3504,18.333333333333332,246.66666666666666,244.16666666666666
3505,9.8,245.6,17.2
3506,18.125,223.625,226.375
3507,22.666666666666668,245.0,247.5
3508,34.333333333333336,212.16666666666666,227.33333333333334
3509,15.0,144.625,89.25
3510,0.6666666666666666,254.83333333333334,254.33333333333334
3521,0.25,7.75,9.0
3522,0.0,102.6,136.0
3523,11.833333333333334,75.83333333333333,131.83333333333334
3524,52.0,206.0,109.5
3525,0.0,103.0,70.66666666666667
3526,0.0,94.0,81.5
3527,0.0,94.6,81.4
3528,0.0,90.6,87.4
3529,18.75,162.5,67.5
3530,4.75,251.25,10.0
3531,0.5,254.75,2.5
3532,1.0,255.0,0.5
3533,2.0,255.0,0.0
3534,0.0,255.0,0.0
3535,8.0,248.25,14.75
3536,13.833333333333334,248.83333333333334,247.66666666666666
3537,1.25,253.5,255.0
3538,2.25,254.0,254.25
3539,3.5,253.5,254.25
3540,7.545454545454546,196.45454545454547,50.54545454545455
3541,5.5,249.0,16.25
3542,14.5,214.3,49.3
3543,20.0,248.0,236.0
3544,31.25,242.75,241.25
3545,27.4,244.0,240.6
3546,11.75,250.25,252.25
3547,2.5,254.5,252.75
3548,1.25,254.25,252.5
3549,1.75,254.5,255.0
3550,2.5,253.5,254.5
3551,2.0,254.25,254.25
3552,1.0,254.66666666666666,254.16666666666666
3553,18.0,234.5,58.5
3554,1.6666666666666667,254.5,4.333333333333333
3555,0.5,254.0,5.5
3556,1.75,253.5,4.0
3557,1.25,253.25,0.25
3558,0.25,255.0,0.0
3559,5.75,251.5,11.25
3560,1.0,89.54545454545455,111.27272727272727
3561,24.0,226.33333333333334,240.55555555555554
3562,4.75,253.0,254.0
3563,2.25,254.0,254.5
3564,1.75,253.5,253.0
3565,1.75,254.0,252.5
3566,7.2,250.8,254.4
3567,0.0,102.0,132.0
3568,0.6666666666666666,5.833333333333333,9.5
3579,71.66666666666667,219.33333333333334,252.0
3580,0.0,96.0,136.66666666666666
3581,4.25,80.75,140.875
3582,2.6666666666666665,85.11111111111111,130.55555555555554
3583,0.0,120.0,35.5
3584,0.0,109.0,74.0
3585,0.0,87.8,134.4
3586,0.0,89.0,137.0
3587,0.0,86.66666666666667,138.0
3588,29.166666666666668,240.16666666666666,251.16666666666666
3589,14.5,250.375,245.75
3590,27.5,242.66666666666666,245.5
3591,13.2,250.4,251.2
3592,10.4,251.0,253.0
3593,10.8,245.8,18.6
3594,9.25,139.0,53.0
3595,0.0,115.0,62.0
3596,12.0,245.2,21.0
3597,22.375,245.5,248.625
3598,61.0,225.2,252.6
3599,2.3333333333333335,83.66666666666667,133.16666666666666
3600,114.66666666666667,205.33333333333334,215.66666666666666
3611,0.75,5.25,12.5
3612,97.5,209.25,238.5
3613,0.2,99.2,108.4
3614,34.125,238.875,253.0
3615,33.0,239.25,252.25
3616,33.25,238.5,253.75
3617,33.5,238.25,255.0
3618,43.5,232.83333333333334,252.16666666666666
3619,82.0,213.5,249.5
3620,0.75,88.0,121.0
3621,8.25,128.75,84.0
3622,12.333333333333334,149.0,59.0
3623,20.5,236.5,47.5
3624,1.0,254.0,1.8333333333333333
3625,0.25,254.75,4.0
3626,0.75,254.75,2.0
3627,0.0,255.0,2.0
3628,6.5,247.25,14.25
3629,11.666666666666666,147.0,89.83333333333333
3630,1.5,254.25,254.25
3631,1.5,254.5,253.75
3632,0.75,254.0,252.75
3633,0.75,255.0,253.25
3634,0.75,254.5,252.25
3635,9.0,211.375,42.5
3636,10.454545454545455,244.63636363636363,28.272727272727273
3637,22.333333333333332,243.66666666666666,250.0
3638,20.166666666666668,247.66666666666666,246.16666666666666
3639,0.0,43.333333333333336,40.0
3640,0.0,55.0,54.0
3641,9.25,251.0,253.0
3642,5.75,253.5,251.0
3643,10.5,250.0,252.5
3644,3.0,254.25,255.0
3645,3.25,253.5,253.25
3646,1.5,254.75,255.0
3647,2.5,254.0,254.75
3648,21.0,248.33333333333334,244.83333333333334
3649,9.0,246.75,20.5
3650,0.0,254.25,1.25
3651,1.75,254.5,0.5
3652,0.75,255.0,1.0
3653,1.75,254.75,4.0
3654,1.0,254.0,4.75
3655,1.25,254.0,0.25
3656,2.5,254.5,250.25
3657,1.1666666666666667,254.33333333333334,255.0
3658,3.0,253.75,255.0
3659,13.0,249.6,251.2
3660,16.5,247.0,251.0
3661,17.833333333333332,246.5,253.5
3662,0.5,11.833333333333334,14.333333333333334
3673,0.4,88.2,135.4
3674,38.333333333333336,235.88888888888889,254.0
3675,21.166666666666668,245.5,251.83333333333334
3676,16.0,215.0,30.0
3677,5.5,250.5,8.666666666666666
3678,8.4,250.4,250.8
3679,30.4,241.8,238.8
3680,25.6,244.8,245.2
3681,6.333333333333333,156.0,67.33333333333333
3682,30.666666666666668,226.0,70.66666666666667
3683,7.076923076923077,93.07692307692308,123.76923076923077
3694,0.0,5.25,11.0
3695,30.833333333333332,240.0,254.66666666666666
3696,41.714285714285715,233.42857142857142,254.0
3697,67.0,220.0,255.0
3698,3.6666666666666665,84.33333333333333,128.5
3699,0.0,88.5,143.5
3700,0.0,84.66666666666667,138.0
3701,3.0,251.75,8.25
3702,2.0,255.0,0.0
3703,2.75,254.25,0.5
3704,0.25,254.75,3.5
3705,0.0,255.0,0.25
